vehicle_id,snapshot_date,make,model,year,mileage_km,vehicle_age_years,component,km_since_oil_change,km_since_brake_service,km_since_battery_change,km_since_coolant_flush,avg_rpm_30d,std_rpm_30d,avg_coolant_temp_30d,max_coolant_temp_30d,avg_voltage_30d,min_voltage_30d,avg_speed_30d,avg_throttle_30d,fuel_trim_mean_30d,fuel_trim_std_30d,dtc_count_7d,dtc_count_30d,dtc_count_90d,rpm_speed_ratio,coolant_delta_30d,voltage_drop_30d,driving_aggression_score,idle_time_pct,highway_pct,total_engine_hours,risk_level
VH-0001,2024-01-19,Hyundai,Tucson,2019,59064,7,electrical,511,10288,35477,7714,2360.5,678.7,92.3,105.1,14.19,13.21,52.6,21.3,3.67,2.11,1,2,4,44.85,12.8,0.98,0.341,24.4,19.6,1122.3,no_risk
VH-0001,2024-02-16,Hyundai,Tucson,2019,59645,7,battery,6616,37582,52395,11852,2587.4,423.5,94.5,113.7,14.5,14.05,36.5,42.7,1.28,5.38,0,0,2,70.89,19.2,0.46,0.496,25.1,10.8,1634.0,low_risk
VH-0001,2024-02-16,Hyundai,Tucson,2019,59645,7,brakes,6616,37582,52395,11852,2587.4,423.5,94.5,113.7,14.5,14.05,36.5,42.7,1.28,5.38,0,0,2,70.89,19.2,0.46,0.496,25.1,10.8,1634.0,low_risk
VH-0001,2024-02-16,Hyundai,Tucson,2019,59645,7,cooling_system,6616,37582,52395,11852,2587.4,423.5,94.5,113.7,14.5,14.05,36.5,42.7,1.28,5.38,0,0,2,70.89,19.2,0.46,0.496,25.1,10.8,1634.0,medium_risk
VH-0001,2024-02-16,Hyundai,Tucson,2019,59645,7,transmission,6616,37582,52395,11852,2587.4,423.5,94.5,113.7,14.5,14.05,36.5,42.7,1.28,5.38,0,0,2,70.89,19.2,0.46,0.496,25.1,10.8,1634.0,medium_risk
VH-0001,2024-02-16,Hyundai,Tucson,2019,59645,7,engine,6616,37582,52395,11852,2587.4,423.5,94.5,113.7,14.5,14.05,36.5,42.7,1.28,5.38,0,0,2,70.89,19.2,0.46,0.496,25.1,10.8,1634.0,no_risk
VH-0001,2024-02-16,Hyundai,Tucson,2019,59645,7,fuel_system,6616,37582,52395,11852,2587.4,423.5,94.5,113.7,14.5,14.05,36.5,42.7,1.28,5.38,0,0,2,70.89,19.2,0.46,0.496,25.1,10.8,1634.0,no_risk
VH-0001,2024-02-16,Hyundai,Tucson,2019,59645,7,electrical,6616,37582,52395,11852,2587.4,423.5,94.5,113.7,14.5,14.05,36.5,42.7,1.28,5.38,0,0,2,70.89,19.2,0.46,0.496,25.1,10.8,1634.0,no_risk
VH-0001,2024-03-07,Hyundai,Tucson,2019,60865,7,battery,6981,8998,56805,18607,1609.8,567.1,89.3,107.4,13.71,12.49,63.0,17.3,3.02,1.8,0,2,3,25.56,18.09,1.21,0.621,36.4,43.4,966.6,high_risk
VH-0001,2024-03-07,Hyundai,Tucson,2019,60865,7,brakes,6981,8998,56805,18607,1609.8,567.1,89.3,107.4,13.71,12.49,63.0,17.3,3.02,1.8,0,2,3,25.56,18.09,1.21,0.621,36.4,43.4,966.6,low_risk
VH-0001,2024-03-07,Hyundai,Tucson,2019,60865,7,cooling_system,6981,8998,56805,18607,1609.8,567.1,89.3,107.4,13.71,12.49,63.0,17.3,3.02,1.8,0,2,3,25.56,18.09,1.21,0.621,36.4,43.4,966.6,high_risk
VH-0001,2024-03-07,Hyundai,Tucson,2019,60865,7,transmission,6981,8998,56805,18607,1609.8,567.1,89.3,107.4,13.71,12.49,63.0,17.3,3.02,1.8,0,2,3,25.56,18.09,1.21,0.621,36.4,43.4,966.6,low_risk
VH-0001,2024-03-07,Hyundai,Tucson,2019,60865,7,engine,6981,8998,56805,18607,1609.8,567.1,89.3,107.4,13.71,12.49,63.0,17.3,3.02,1.8,0,2,3,25.56,18.09,1.21,0.621,36.4,43.4,966.6,no_risk
VH-0001,2024-03-07,Hyundai,Tucson,2019,60865,7,fuel_system,6981,8998,56805,18607,1609.8,567.1,89.3,107.4,13.71,12.49,63.0,17.3,3.02,1.8,0,2,3,25.56,18.09,1.21,0.621,36.4,43.4,966.6,no_risk
VH-0001,2024-03-07,Hyundai,Tucson,2019,60865,7,electrical,6981,8998,56805,18607,1609.8,567.1,89.3,107.4,13.71,12.49,63.0,17.3,3.02,1.8,0,2,3,25.56,18.09,1.21,0.621,36.4,43.4,966.6,low_risk
VH-0001,2024-04-10,Hyundai,Tucson,2019,63163,7,battery,899,18837,8376,33578,1568.1,559.3,87.9,102.4,13.94,12.73,45.7,24.3,-0.53,3.71,0,2,2,34.32,14.59,1.21,0.163,26.2,24.0,1382.5,low_risk
VH-0001,2024-04-10,Hyundai,Tucson,2019,63163,7,brakes,899,18837,8376,33578,1568.1,559.3,87.9,102.4,13.94,12.73,45.7,24.3,-0.53,3.71,0,2,2,34.32,14.59,1.21,0.163,26.2,24.0,1382.5,no_risk
VH-0001,2024-04-10,Hyundai,Tucson,2019,63163,7,cooling_system,899,18837,8376,33578,1568.1,559.3,87.9,102.4,13.94,12.73,45.7,24.3,-0.53,3.71,0,2,2,34.32,14.59,1.21,0.163,26.2,24.0,1382.5,high_risk
VH-0001,2024-04-10,Hyundai,Tucson,2019,63163,7,transmission,899,18837,8376,33578,1568.1,559.3,87.9,102.4,13.94,12.73,45.7,24.3,-0.53,3.71,0,2,2,34.32,14.59,1.21,0.163,26.2,24.0,1382.5,no_risk
VH-0001,2024-04-10,Hyundai,Tucson,2019,63163,7,engine,899,18837,8376,33578,1568.1,559.3,87.9,102.4,13.94,12.73,45.7,24.3,-0.53,3.71,0,2,2,34.32,14.59,1.21,0.163,26.2,24.0,1382.5,no_risk
VH-0001,2024-04-10,Hyundai,Tucson,2019,63163,7,fuel_system,899,18837,8376,33578,1568.1,559.3,87.9,102.4,13.94,12.73,45.7,24.3,-0.53,3.71,0,2,2,34.32,14.59,1.21,0.163,26.2,24.0,1382.5,no_risk
VH-0001,2024-04-10,Hyundai,Tucson,2019,63163,7,electrical,899,18837,8376,33578,1568.1,559.3,87.9,102.4,13.94,12.73,45.7,24.3,-0.53,3.71,0,2,2,34.32,14.59,1.21,0.163,26.2,24.0,1382.5,low_risk
VH-0001,2024-03-16,Hyundai,Tucson,2019,64629,7,battery,3802,27457,22229,30727,1642.1,532.6,92.0,98.4,14.42,13.93,51.2,38.7,6.93,1.39,2,0,4,32.08,6.31,0.49,0.418,23.6,10.7,1262.7,low_risk
VH-0001,2024-03-16,Hyundai,Tucson,2019,64629,7,brakes,3802,27457,22229,30727,1642.1,532.6,92.0,98.4,14.42,13.93,51.2,38.7,6.93,1.39,2,0,4,32.08,6.31,0.49,0.418,23.6,10.7,1262.7,medium_risk
VH-0001,2024-03-16,Hyundai,Tucson,2019,64629,7,cooling_system,3802,27457,22229,30727,1642.1,532.6,92.0,98.4,14.42,13.93,51.2,38.7,6.93,1.39,2,0,4,32.08,6.31,0.49,0.418,23.6,10.7,1262.7,no_risk
VH-0001,2024-03-16,Hyundai,Tucson,2019,64629,7,transmission,3802,27457,22229,30727,1642.1,532.6,92.0,98.4,14.42,13.93,51.2,38.7,6.93,1.39,2,0,4,32.08,6.31,0.49,0.418,23.6,10.7,1262.7,no_risk
VH-0001,2024-03-16,Hyundai,Tucson,2019,64629,7,engine,3802,27457,22229,30727,1642.1,532.6,92.0,98.4,14.42,13.93,51.2,38.7,6.93,1.39,2,0,4,32.08,6.31,0.49,0.418,23.6,10.7,1262.7,no_risk
VH-0001,2024-03-16,Hyundai,Tucson,2019,64629,7,fuel_system,3802,27457,22229,30727,1642.1,532.6,92.0,98.4,14.42,13.93,51.2,38.7,6.93,1.39,2,0,4,32.08,6.31,0.49,0.418,23.6,10.7,1262.7,no_risk
VH-0001,2024-03-16,Hyundai,Tucson,2019,64629,7,electrical,3802,27457,22229,30727,1642.1,532.6,92.0,98.4,14.42,13.93,51.2,38.7,6.93,1.39,2,0,4,32.08,6.31,0.49,0.418,23.6,10.7,1262.7,low_risk
VH-0001,2024-05-30,Hyundai,Tucson,2019,65773,7,battery,11393,19677,33764,40002,1236.3,869.4,92.4,107.8,14.19,13.43,27.8,31.0,2.85,1.85,0,3,3,44.55,15.36,0.77,0.31,30.4,56.5,2370.0,no_risk
VH-0001,2024-05-30,Hyundai,Tucson,2019,65773,7,brakes,11393,19677,33764,40002,1236.3,869.4,92.4,107.8,14.19,13.43,27.8,31.0,2.85,1.85,0,3,3,44.55,15.36,0.77,0.31,30.4,56.5,2370.0,no_risk
VH-0001,2024-05-30,Hyundai,Tucson,2019,65773,7,cooling_system,11393,19677,33764,40002,1236.3,869.4,92.4,107.8,14.19,13.43,27.8,31.0,2.85,1.85,0,3,3,44.55,15.36,0.77,0.31,30.4,56.5,2370.0,high_risk
VH-0001,2024-05-30,Hyundai,Tucson,2019,65773,7,transmission,11393,19677,33764,40002,1236.3,869.4,92.4,107.8,14.19,13.43,27.8,31.0,2.85,1.85,0,3,3,44.55,15.36,0.77,0.31,30.4,56.5,2370.0,no_risk
VH-0001,2024-05-30,Hyundai,Tucson,2019,65773,7,engine,11393,19677,33764,40002,1236.3,869.4,92.4,107.8,14.19,13.43,27.8,31.0,2.85,1.85,0,3,3,44.55,15.36,0.77,0.31,30.4,56.5,2370.0,no_risk
VH-0001,2024-05-30,Hyundai,Tucson,2019,65773,7,fuel_system,11393,19677,33764,40002,1236.3,869.4,92.4,107.8,14.19,13.43,27.8,31.0,2.85,1.85,0,3,3,44.55,15.36,0.77,0.31,30.4,56.5,2370.0,no_risk
VH-0001,2024-05-30,Hyundai,Tucson,2019,65773,7,electrical,11393,19677,33764,40002,1236.3,869.4,92.4,107.8,14.19,13.43,27.8,31.0,2.85,1.85,0,3,3,44.55,15.36,0.77,0.31,30.4,56.5,2370.0,no_risk
VH-0001,2024-07-29,Hyundai,Tucson,2019,67100,7,battery,3795,764,8167,8976,1767.5,430.8,90.6,104.9,14.36,13.91,31.8,52.5,0.97,2.22,1,0,4,55.64,14.38,0.45,0.32,32.8,54.1,2112.4,no_risk
VH-0001,2024-07-29,Hyundai,Tucson,2019,67100,7,brakes,3795,764,8167,8976,1767.5,430.8,90.6,104.9,14.36,13.91,31.8,52.5,0.97,2.22,1,0,4,55.64,14.38,0.45,0.32,32.8,54.1,2112.4,no_risk
VH-0001,2024-07-29,Hyundai,Tucson,2019,67100,7,cooling_system,3795,764,8167,8976,1767.5,430.8,90.6,104.9,14.36,13.91,31.8,52.5,0.97,2.22,1,0,4,55.64,14.38,0.45,0.32,32.8,54.1,2112.4,high_risk
VH-0001,2024-07-29,Hyundai,Tucson,2019,67100,7,transmission,3795,764,8167,8976,1767.5,430.8,90.6,104.9,14.36,13.91,31.8,52.5,0.97,2.22,1,0,4,55.64,14.38,0.45,0.32,32.8,54.1,2112.4,low_risk
VH-0001,2024-07-29,Hyundai,Tucson,2019,67100,7,engine,3795,764,8167,8976,1767.5,430.8,90.6,104.9,14.36,13.91,31.8,52.5,0.97,2.22,1,0,4,55.64,14.38,0.45,0.32,32.8,54.1,2112.4,no_risk
VH-0001,2024-07-29,Hyundai,Tucson,2019,67100,7,fuel_system,3795,764,8167,8976,1767.5,430.8,90.6,104.9,14.36,13.91,31.8,52.5,0.97,2.22,1,0,4,55.64,14.38,0.45,0.32,32.8,54.1,2112.4,no_risk
VH-0001,2024-07-29,Hyundai,Tucson,2019,67100,7,electrical,3795,764,8167,8976,1767.5,430.8,90.6,104.9,14.36,13.91,31.8,52.5,0.97,2.22,1,0,4,55.64,14.38,0.45,0.32,32.8,54.1,2112.4,no_risk
VH-0001,2024-08-12,Hyundai,Tucson,2019,69492,7,battery,2517,12942,33200,8582,1540.5,744.9,87.8,105.8,14.43,13.45,73.8,24.2,-2.07,2.0,0,1,2,20.89,17.94,0.98,0.21,24.0,59.9,942.1,low_risk
VH-0001,2024-08-12,Hyundai,Tucson,2019,69492,7,brakes,2517,12942,33200,8582,1540.5,744.9,87.8,105.8,14.43,13.45,73.8,24.2,-2.07,2.0,0,1,2,20.89,17.94,0.98,0.21,24.0,59.9,942.1,low_risk
VH-0001,2024-08-12,Hyundai,Tucson,2019,69492,7,cooling_system,2517,12942,33200,8582,1540.5,744.9,87.8,105.8,14.43,13.45,73.8,24.2,-2.07,2.0,0,1,2,20.89,17.94,0.98,0.21,24.0,59.9,942.1,medium_risk
VH-0001,2024-08-12,Hyundai,Tucson,2019,69492,7,transmission,2517,12942,33200,8582,1540.5,744.9,87.8,105.8,14.43,13.45,73.8,24.2,-2.07,2.0,0,1,2,20.89,17.94,0.98,0.21,24.0,59.9,942.1,no_risk
VH-0001,2024-08-12,Hyundai,Tucson,2019,69492,7,engine,2517,12942,33200,8582,1540.5,744.9,87.8,105.8,14.43,13.45,73.8,24.2,-2.07,2.0,0,1,2,20.89,17.94,0.98,0.21,24.0,59.9,942.1,no_risk
VH-0001,2024-08-12,Hyundai,Tucson,2019,69492,7,fuel_system,2517,12942,33200,8582,1540.5,744.9,87.8,105.8,14.43,13.45,73.8,24.2,-2.07,2.0,0,1,2,20.89,17.94,0.98,0.21,24.0,59.9,942.1,no_risk
VH-0001,2024-08-12,Hyundai,Tucson,2019,69492,7,electrical,2517,12942,33200,8582,1540.5,744.9,87.8,105.8,14.43,13.45,73.8,24.2,-2.07,2.0,0,1,2,20.89,17.94,0.98,0.21,24.0,59.9,942.1,no_risk
VH-0001,2024-08-13,Hyundai,Tucson,2019,70619,7,battery,2186,26326,52773,45649,858.0,400.8,84.2,101.9,14.42,13.88,25.4,12.3,-0.12,4.73,0,2,4,33.77,17.65,0.54,0.426,17.9,41.7,2779.9,low_risk
VH-0001,2024-08-13,Hyundai,Tucson,2019,70619,7,brakes,2186,26326,52773,45649,858.0,400.8,84.2,101.9,14.42,13.88,25.4,12.3,-0.12,4.73,0,2,4,33.77,17.65,0.54,0.426,17.9,41.7,2779.9,low_risk
VH-0001,2024-08-13,Hyundai,Tucson,2019,70619,7,cooling_system,2186,26326,52773,45649,858.0,400.8,84.2,101.9,14.42,13.88,25.4,12.3,-0.12,4.73,0,2,4,33.77,17.65,0.54,0.426,17.9,41.7,2779.9,high_risk
VH-0001,2024-08-13,Hyundai,Tucson,2019,70619,7,transmission,2186,26326,52773,45649,858.0,400.8,84.2,101.9,14.42,13.88,25.4,12.3,-0.12,4.73,0,2,4,33.77,17.65,0.54,0.426,17.9,41.7,2779.9,no_risk
VH-0001,2024-08-13,Hyundai,Tucson,2019,70619,7,engine,2186,26326,52773,45649,858.0,400.8,84.2,101.9,14.42,13.88,25.4,12.3,-0.12,4.73,0,2,4,33.77,17.65,0.54,0.426,17.9,41.7,2779.9,no_risk
VH-0001,2024-08-13,Hyundai,Tucson,2019,70619,7,fuel_system,2186,26326,52773,45649,858.0,400.8,84.2,101.9,14.42,13.88,25.4,12.3,-0.12,4.73,0,2,4,33.77,17.65,0.54,0.426,17.9,41.7,2779.9,no_risk
VH-0001,2024-08-13,Hyundai,Tucson,2019,70619,7,electrical,2186,26326,52773,45649,858.0,400.8,84.2,101.9,14.42,13.88,25.4,12.3,-0.12,4.73,0,2,4,33.77,17.65,0.54,0.426,17.9,41.7,2779.9,no_risk
VH-0001,2024-08-28,Hyundai,Tucson,2019,72846,7,battery,308,5492,31147,12923,1662.7,345.7,95.9,105.8,14.39,13.5,52.9,35.7,-11.53,2.54,1,0,2,31.45,9.9,0.89,0.348,22.6,47.2,1377.8,no_risk
VH-0001,2024-08-28,Hyundai,Tucson,2019,72846,7,brakes,308,5492,31147,12923,1662.7,345.7,95.9,105.8,14.39,13.5,52.9,35.7,-11.53,2.54,1,0,2,31.45,9.9,0.89,0.348,22.6,47.2,1377.8,no_risk
VH-0001,2024-08-28,Hyundai,Tucson,2019,72846,7,cooling_system,308,5492,31147,12923,1662.7,345.7,95.9,105.8,14.39,13.5,52.9,35.7,-11.53,2.54,1,0,2,31.45,9.9,0.89,0.348,22.6,47.2,1377.8,low_risk
VH-0001,2024-08-28,Hyundai,Tucson,2019,72846,7,transmission,308,5492,31147,12923,1662.7,345.7,95.9,105.8,14.39,13.5,52.9,35.7,-11.53,2.54,1,0,2,31.45,9.9,0.89,0.348,22.6,47.2,1377.8,no_risk
VH-0001,2024-08-28,Hyundai,Tucson,2019,72846,7,engine,308,5492,31147,12923,1662.7,345.7,95.9,105.8,14.39,13.5,52.9,35.7,-11.53,2.54,1,0,2,31.45,9.9,0.89,0.348,22.6,47.2,1377.8,no_risk
VH-0001,2024-08-28,Hyundai,Tucson,2019,72846,7,fuel_system,308,5492,31147,12923,1662.7,345.7,95.9,105.8,14.39,13.5,52.9,35.7,-11.53,2.54,1,0,2,31.45,9.9,0.89,0.348,22.6,47.2,1377.8,low_risk
VH-0001,2024-08-28,Hyundai,Tucson,2019,72846,7,electrical,308,5492,31147,12923,1662.7,345.7,95.9,105.8,14.39,13.5,52.9,35.7,-11.53,2.54,1,0,2,31.45,9.9,0.89,0.348,22.6,47.2,1377.8,no_risk
VH-0001,2024-06-25,Hyundai,Tucson,2019,75002,7,battery,14050,39832,49208,14545,1940.8,794.8,94.8,105.8,13.85,13.5,30.2,18.5,-6.66,5.45,1,2,1,64.26,10.96,0.35,0.178,12.4,21.4,2483.4,medium_risk
VH-0001,2024-06-25,Hyundai,Tucson,2019,75002,7,brakes,14050,39832,49208,14545,1940.8,794.8,94.8,105.8,13.85,13.5,30.2,18.5,-6.66,5.45,1,2,1,64.26,10.96,0.35,0.178,12.4,21.4,2483.4,medium_risk
VH-0001,2024-06-25,Hyundai,Tucson,2019,75002,7,cooling_system,14050,39832,49208,14545,1940.8,794.8,94.8,105.8,13.85,13.5,30.2,18.5,-6.66,5.45,1,2,1,64.26,10.96,0.35,0.178,12.4,21.4,2483.4,medium_risk
VH-0001,2024-06-25,Hyundai,Tucson,2019,75002,7,transmission,14050,39832,49208,14545,1940.8,794.8,94.8,105.8,13.85,13.5,30.2,18.5,-6.66,5.45,1,2,1,64.26,10.96,0.35,0.178,12.4,21.4,2483.4,low_risk
VH-0001,2024-06-25,Hyundai,Tucson,2019,75002,7,engine,14050,39832,49208,14545,1940.8,794.8,94.8,105.8,13.85,13.5,30.2,18.5,-6.66,5.45,1,2,1,64.26,10.96,0.35,0.178,12.4,21.4,2483.4,no_risk
VH-0001,2024-06-25,Hyundai,Tucson,2019,75002,7,fuel_system,14050,39832,49208,14545,1940.8,794.8,94.8,105.8,13.85,13.5,30.2,18.5,-6.66,5.45,1,2,1,64.26,10.96,0.35,0.178,12.4,21.4,2483.4,no_risk
VH-0001,2024-06-25,Hyundai,Tucson,2019,75002,7,electrical,14050,39832,49208,14545,1940.8,794.8,94.8,105.8,13.85,13.5,30.2,18.5,-6.66,5.45,1,2,1,64.26,10.96,0.35,0.178,12.4,21.4,2483.4,no_risk
VH-0002,2024-01-01,Volkswagen,Golf,2016,146449,10,battery,5285,9578,9095,28076,2374.7,874.0,86.4,98.0,13.42,12.85,42.2,36.1,-9.29,5.96,0,1,1,56.27,11.56,0.56,0.311,14.6,44.0,3470.3,low_risk
VH-0002,2024-01-01,Volkswagen,Golf,2016,146449,10,brakes,5285,9578,9095,28076,2374.7,874.0,86.4,98.0,13.42,12.85,42.2,36.1,-9.29,5.96,0,1,1,56.27,11.56,0.56,0.311,14.6,44.0,3470.3,no_risk
VH-0002,2024-01-01,Volkswagen,Golf,2016,146449,10,cooling_system,5285,9578,9095,28076,2374.7,874.0,86.4,98.0,13.42,12.85,42.2,36.1,-9.29,5.96,0,1,1,56.27,11.56,0.56,0.311,14.6,44.0,3470.3,no_risk
VH-0002,2024-01-01,Volkswagen,Golf,2016,146449,10,transmission,5285,9578,9095,28076,2374.7,874.0,86.4,98.0,13.42,12.85,42.2,36.1,-9.29,5.96,0,1,1,56.27,11.56,0.56,0.311,14.6,44.0,3470.3,medium_risk
VH-0002,2024-01-01,Volkswagen,Golf,2016,146449,10,engine,5285,9578,9095,28076,2374.7,874.0,86.4,98.0,13.42,12.85,42.2,36.1,-9.29,5.96,0,1,1,56.27,11.56,0.56,0.311,14.6,44.0,3470.3,low_risk
VH-0002,2024-01-01,Volkswagen,Golf,2016,146449,10,fuel_system,5285,9578,9095,28076,2374.7,874.0,86.4,98.0,13.42,12.85,42.2,36.1,-9.29,5.96,0,1,1,56.27,11.56,0.56,0.311,14.6,44.0,3470.3,medium_risk
VH-0002,2024-01-01,Volkswagen,Golf,2016,146449,10,electrical,5285,9578,9095,28076,2374.7,874.0,86.4,98.0,13.42,12.85,42.2,36.1,-9.29,5.96,0,1,1,56.27,11.56,0.56,0.311,14.6,44.0,3470.3,no_risk
VH-0002,2024-01-18,Volkswagen,Golf,2016,147496,10,battery,14627,12132,14355,407,2198.6,667.5,87.4,106.2,13.43,12.64,48.4,34.1,8.19,3.65,0,1,2,45.44,18.84,0.79,0.52,29.5,51.8,3048.3,low_risk
VH-0002,2024-01-18,Volkswagen,Golf,2016,147496,10,brakes,14627,12132,14355,407,2198.6,667.5,87.4,106.2,13.43,12.64,48.4,34.1,8.19,3.65,0,1,2,45.44,18.84,0.79,0.52,29.5,51.8,3048.3,low_risk
VH-0002,2024-01-18,Volkswagen,Golf,2016,147496,10,cooling_system,14627,12132,14355,407,2198.6,667.5,87.4,106.2,13.43,12.64,48.4,34.1,8.19,3.65,0,1,2,45.44,18.84,0.79,0.52,29.5,51.8,3048.3,high_risk
VH-0002,2024-01-18,Volkswagen,Golf,2016,147496,10,transmission,14627,12132,14355,407,2198.6,667.5,87.4,106.2,13.43,12.64,48.4,34.1,8.19,3.65,0,1,2,45.44,18.84,0.79,0.52,29.5,51.8,3048.3,no_risk
VH-0002,2024-01-18,Volkswagen,Golf,2016,147496,10,engine,14627,12132,14355,407,2198.6,667.5,87.4,106.2,13.43,12.64,48.4,34.1,8.19,3.65,0,1,2,45.44,18.84,0.79,0.52,29.5,51.8,3048.3,no_risk
VH-0002,2024-01-18,Volkswagen,Golf,2016,147496,10,fuel_system,14627,12132,14355,407,2198.6,667.5,87.4,106.2,13.43,12.64,48.4,34.1,8.19,3.65,0,1,2,45.44,18.84,0.79,0.52,29.5,51.8,3048.3,low_risk
VH-0002,2024-01-18,Volkswagen,Golf,2016,147496,10,electrical,14627,12132,14355,407,2198.6,667.5,87.4,106.2,13.43,12.64,48.4,34.1,8.19,3.65,0,1,2,45.44,18.84,0.79,0.52,29.5,51.8,3048.3,no_risk
VH-0002,2024-02-02,Volkswagen,Golf,2016,148687,10,battery,2098,858,46244,21797,1640.8,741.0,86.6,93.8,14.09,12.83,39.6,13.3,-1.98,1.12,0,0,3,41.43,7.21,1.26,0.326,23.6,48.3,3754.4,low_risk
VH-0002,2024-02-02,Volkswagen,Golf,2016,148687,10,brakes,2098,858,46244,21797,1640.8,741.0,86.6,93.8,14.09,12.83,39.6,13.3,-1.98,1.12,0,0,3,41.43,7.21,1.26,0.326,23.6,48.3,3754.4,low_risk
VH-0002,2024-02-02,Volkswagen,Golf,2016,148687,10,cooling_system,2098,858,46244,21797,1640.8,741.0,86.6,93.8,14.09,12.83,39.6,13.3,-1.98,1.12,0,0,3,41.43,7.21,1.26,0.326,23.6,48.3,3754.4,no_risk
VH-0002,2024-02-02,Volkswagen,Golf,2016,148687,10,transmission,2098,858,46244,21797,1640.8,741.0,86.6,93.8,14.09,12.83,39.6,13.3,-1.98,1.12,0,0,3,41.43,7.21,1.26,0.326,23.6,48.3,3754.4,low_risk
VH-0002,2024-02-02,Volkswagen,Golf,2016,148687,10,engine,2098,858,46244,21797,1640.8,741.0,86.6,93.8,14.09,12.83,39.6,13.3,-1.98,1.12,0,0,3,41.43,7.21,1.26,0.326,23.6,48.3,3754.4,no_risk
